Customer ID,Name,Age,Gender,Email,Phone Number,Industry Sector,Number of Employees,Monthly Subscription Tier,Last Interaction Date,Total Spend (AED)
CUST0558,"Garcia, Soto and Pitts",50,Male,jessicaerickson@hotmail.com,508765466,Healthcare,94,Basic,7/15/2024,409268.11
CUST0769,Miller LLC,40,Male,crystal32@hotmail.com,501234602,Healthcare,55,Premium,5/11/2024,253493.52
CUST0466,Morales-Barton,33,Female,longbenjamin@hotmail.com,502345706,Finance,384,Basic,1/4/2024,18952.84
CUST0137,Mccullough-Bishop,24,Other,ngriffin@weber.com,503456818,Retail,811,Basic,7/17/2024,73111.8
CUST0376,"Collins, Peterson and Reid",36,Female,zamoraamber@allen-schroeder.biz,505678958,Manufacturing,778,Enterprise,4/1/2024,237209.51
CUST0709,"Zhang, Cunningham and Kline",57,Male,kevin92@gray.net,507654356,Finance,20,Premium,6/14/2024,111749.1
CUST0691,Alvarez Group,27,Other,erica69@stone.info,508765467,IT,541,Premium,9/26/2024,60037.5
CUST0154,Gibson Inc,36,Male,sandra19@rodriguez-wood.com,501234603,Retail,125,Basic,11/3/2024,123027.55
CUST0459,Thomas PLC,58,Other,zunigakevin@yahoo.com,502345707,Healthcare,65,Basic,8/10/2024,419160.42
CUST0679,Knight-Mccullough,49,Other,mdavenport@gmail.com,503456819,IT,17,Enterprise,7/29/2024,260110.99
CUST0341,Rubio Group,33,Other,clinejasmine@hotmail.com,505678959,Manufacturing,299,Premium,7/14/2024,5774.35
CUST0131,Martinez PLC,40,Male,hilljamie@combs.net,507654357,IT,427,Basic,5/28/2024,333863.79
CUST0342,Davis-Petty,23,Other,douglas41@parker.com,508765468,Retail,70,Enterprise,6/9/2024,274320.57
CUST0298,Scott-David,50,Other,harriskaren@young.com,501234604,Finance,400,Premium,8/15/2024,26549.54
CUST0185,"Garcia, Hines and Pearson",42,Female,ashley71@mason.net,502345708,Retail,766,Basic,9/10/2024,181761.47
CUST0620,Smith Group,22,Female,mary65@hotmail.com,503456820,Manufacturing,751,Enterprise,6/2/2024,315987.2
CUST0372,"Martinez, Taylor and Hawkins",55,Other,gclark@yahoo.com,505678960,Retail,137,Basic,7/4/2024,179388.03
CUST0204,Valenzuela Ltd,39,Other,speters@burns.com,507654358,Manufacturing,851,Enterprise,2/18/2024,234988.34
CUST0593,Wood-Lee,62,Female,juliachang@morse.org,508765469,Manufacturing,831,Basic,4/17/2024,36234.77
CUST0256,"Mason, Jackson and Lee",47,Male,chapmanjulie@green.com,501234605,Retail,207,Basic,2/17/2024,396599.06
CUST0171,"Holmes, Simpson and Holmes",20,Female,brandonhull@cole.com,502345709,Retail,528,Premium,8/31/2024,494615.74
CUST0537,"Davis, Castillo and Morton",52,Female,john73@yahoo.com,503456821,Retail,38,Enterprise,2/18/2024,99596.2
CUST0245,Villegas Inc,40,Male,pamela12@gmail.com,505678961,Retail,280,Basic,8/27/2024,400674.49
CUST0732,Hall-Greene,45,Female,yreyes@hobbs-harvey.com,507654359,Healthcare,917,Premium,2/18/2024,172823.13
CUST0583,"Hicks, Kelly and Olson",29,Female,johnrobles@gmail.com,508765470,Healthcare,377,Enterprise,7/1/2024,137026.74
CUST0273,Morrison-Carter,23,Other,brianhunter@trevino.com,501234606,Healthcare,81,Premium,5/7/2024,303214.38
CUST0760,Garcia Inc,29,Other,samanthafowler@hotmail.com,502345710,Retail,329,Basic,11/16/2024,44634.11
CUST0631,Cox Inc,60,Female,spencerdouglas@yahoo.com,503456822,Retail,457,Enterprise,10/6/2024,360243.14
CUST0495,Morgan PLC,28,Other,jamesthompson@lozano-smith.com,505678962,Healthcare,360,Premium,2/26/2024,25965.81
CUST0764,Norton and Sons,40,Other,louis63@gmail.com,507654360,Healthcare,282,Enterprise,10/9/2024,490113.5
CUST0191,Mueller Ltd,21,Male,williampotter@potter.com,508765471,Healthcare,373,Enterprise,6/2/2024,401542.51
CUST0819,Torres Group,61,Male,jonathan12@phillips.com,501234607,Finance,147,Enterprise,6/7/2024,340653.99
CUST0420,Ballard-Stewart,46,Male,whitejesus@hotmail.com,502345711,Manufacturing,69,Basic,2/16/2024,390365.11
CUST0377,Ward PLC,41,Female,james54@mcgee-mack.com,503456823,Healthcare,973,Enterprise,11/15/2024,21030.74
CUST0526,"Todd, Smith and Valdez",27,Other,uperez@clark.net,505678963,Healthcare,972,Premium,8/12/2024,189146.62
CUST0805,Torres Ltd,22,Other,wcochran@perez-simmons.biz,507654361,Manufacturing,543,Premium,5/28/2024,202026.85
CUST0601,Fry Inc,59,Female,thomasmurphy@yahoo.com,508765472,Manufacturing,984,Basic,4/20/2024,17827.1
CUST0236,Hall Ltd,29,Female,hbrown@jackson.biz,501234608,IT,397,Enterprise,4/30/2024,63291.69
CUST0534,Meyers-Ortega,34,Other,briana87@harris-ritter.info,502345712,Healthcare,220,Enterprise,1/16/2024,146360.55
CUST0656,"Davis, Lucas and Ellison",49,Male,peter26@gmail.com,503456824,Finance,139,Basic,3/2/2024,228761.13
CUST0798,Khan-Medina,63,Female,reginajenkins@martinez.net,505678964,Finance,830,Enterprise,3/16/2024,483942.81
CUST0398,Johnson-King,38,Other,ellen77@jones-kelley.com,507654362,Retail,727,Basic,10/14/2024,277248.59
CUST0696,Jackson-Powers,36,Female,eric52@klein.net,508765473,Manufacturing,729,Enterprise,1/19/2024,464025.61
CUST0225,Wang-Mcfarland,58,Male,jamessmith@gmail.com,501234609,Retail,521,Basic,2/11/2024,65074.42
CUST0176,Morris-Sims,30,Male,hmcmillan@lewis.com,502345713,Manufacturing,810,Premium,9/9/2024,18010.59
CUST0275,"Wood, Jones and Robinson",53,Other,gbird@hotmail.com,503456825,Retail,479,Enterprise,9/3/2024,69236.76
CUST0430,"Stewart, York and Olson",23,Male,franklinbrenda@yahoo.com,505678965,Retail,408,Enterprise,2/23/2024,360840.48
CUST0743,Jimenez-Harris,51,Female,dawnyoung@hotmail.com,507654363,Healthcare,844,Enterprise,4/4/2024,41506.6
CUST0615,Ryan Ltd,38,Other,cathyjames@white-soto.com,508765474,Finance,461,Premium,6/14/2024,341653.95
CUST0745,"Mcdonald, Martin and Gonzalez",40,Male,catherineturner@hotmail.com,501234610,IT,656,Enterprise,10/12/2024,95071.75
CUST0450,Wolf-Weiss,26,Female,gillronald@gmail.com,502345714,IT,933,Basic,7/5/2024,416538.45
CUST0348,Cook Ltd,51,Male,ericlopez@gmail.com,503456826,Retail,169,Basic,8/7/2024,164717.07
CUST0291,Lee Group,63,Male,william75@hotmail.com,505678966,Retail,971,Enterprise,8/23/2024,447988.33
CUST0543,Blackburn-Hernandez,23,Female,alexanderwise@dawson.com,507654364,Manufacturing,651,Enterprise,10/28/2024,140853.26
CUST0153,Olsen-Adams,58,Female,ahale@velasquez.com,508765475,IT,547,Basic,3/17/2024,253773.71
CUST0501,White-Fry,28,Other,jacobbrown@gmail.com,501234611,IT,158,Basic,1/12/2024,331072.77
CUST0799,"Young, Washington and Hodges",64,Other,adamsstephanie@aguilar.net,502345715,Retail,863,Enterprise,5/23/2024,25391.18
CUST0239,"Wu, Key and Montoya",19,Male,dgray@yahoo.com,503456827,Finance,972,Enterprise,7/18/2024,386656.07
CUST0346,Keller-Smith,34,Other,schultzmorgan@hotmail.com,505678967,Manufacturing,786,Enterprise,10/3/2024,211210.46
CUST0604,Kane PLC,58,Male,tylermiller@davies.info,507654365,Healthcare,911,Enterprise,3/3/2024,275060.85
CUST0150,Orr-Miranda,59,Female,elizabeth12@schultz.com,508765476,Healthcare,251,Enterprise,4/10/2024,206015.8
CUST0575,Carter Inc,47,Male,joy31@richardson.org,501234612,Finance,162,Premium,3/27/2024,210732.76
CUST0269,Foster PLC,47,Male,duane43@yahoo.com,502345716,Retail,622,Basic,7/11/2024,159728.34
CUST0228,Padilla-Bennett,63,Female,mariaclark@hotmail.com,503456828,Retail,999,Premium,6/13/2024,69729.25
CUST0340,"Kennedy, Bailey and Myers",41,Other,justin38@davis-morris.org,505678968,IT,109,Premium,3/25/2024,124660.24
CUST0278,"Gonzalez, Curtis and Cox",25,Female,nicholasmcgrath@skinner.info,507654366,Healthcare,254,Basic,2/16/2024,52921.77
CUST0703,Sanders LLC,36,Female,yparsons@barrett.biz,508765477,IT,429,Basic,8/10/2024,481529.5
CUST0600,Hill-Mcgee,28,Female,pwashington@hamilton.com,501234613,IT,739,Premium,10/4/2024,98967.88
CUST0317,"Martinez, Mullins and Sheppard",28,Female,michelleneal@peters.com,502345717,IT,479,Premium,7/15/2024,440142.45
CUST0810,Cox-Stephens,49,Male,wrightbrandon@hotmail.com,503456829,Finance,968,Premium,4/2/2024,255195.01
CUST0199,Lopez LLC,33,Male,carrierobinson@ramirez-daniel.biz,505678969,IT,362,Basic,9/26/2024,30017.5
CUST0787,Herrera Inc,49,Other,jenniferelliott@hotmail.com,507654367,Healthcare,293,Enterprise,9/22/2024,9047.82
CUST0374,"Russell, Murphy and Davis",24,Female,dustin34@gmail.com,508765478,Manufacturing,904,Premium,2/7/2024,365116.49
CUST0399,"Bailey, Armstrong and Campbell",43,Female,mosleygeorge@yahoo.com,501234614,Finance,411,Basic,9/23/2024,287289.41
CUST0148,"Reeves, Sandoval and Thomas",30,Female,sellersdanielle@yahoo.com,502345718,IT,296,Basic,10/6/2024,196242.67
CUST0573,Torres Inc,46,Other,ftownsend@hotmail.com,503456830,Retail,846,Enterprise,11/9/2024,341797.33
CUST0229,Hayden Group,25,Male,rjimenez@barron.org,505678970,Finance,404,Premium,3/6/2024,398474.13
CUST0539,"Conrad, Gallagher and Mckee",39,Other,richardsondennis@farley-henderson.biz,507654368,Retail,774,Basic,4/12/2024,103533.65
CUST0802,Smith Ltd,50,Female,sandrahickman@hotmail.com,508765479,IT,42,Basic,10/7/2024,24262.41
CUST0617,Morales Inc,63,Female,fvasquez@robertson.info,501234615,Healthcare,532,Premium,7/27/2024,78725.63
CUST0737,Rodriguez-Gonzales,50,Male,donaldburgess@gmail.com,502345719,Retail,954,Enterprise,9/15/2024,162672.37
CUST0717,Wilson-Burns,43,Other,markduran@yahoo.com,503456831,Retail,608,Premium,10/13/2024,256120.92
CUST0173,Hamilton LLC,50,Other,bmiller@gmail.com,505678971,Healthcare,726,Enterprise,8/25/2024,153396.33
CUST0312,Lopez PLC,19,Female,davidmorales@mooney-hickman.biz,507654369,Retail,690,Basic,5/10/2024,490049.53
CUST0406,Mendoza-Hicks,55,Female,daniel54@dawson-wright.com,508765480,Finance,612,Premium,6/16/2024,136437.57
CUST0677,King Group,59,Other,kevin10@hotmail.com,9024708062,IT,234,Enterprise,3/22/2024,30420.81
CUST0629,"Cruz, Eaton and Anderson",48,Male,willisrhonda@roth.com,501234567,IT,645,Enterprise,3/15/2024,311769.22
CUST0334,Pierce-King,42,Male,shane16@gmail.com,509876543,Manufacturing,33,Enterprise,7/11/2024,474361.56
CUST0579,"Patel, Palmer and Jones",25,Male,yhart@yahoo.com,505678923,Finance,452,Premium,4/10/2024,212296.25
CUST0293,Phelps-Phillips,44,Other,jacksonbrandon@gmail.com,503456789,Manufacturing,421,Enterprise,5/6/2024,388611.29
CUST0719,Potts PLC,48,Other,rickycarr@yahoo.com,504567890,Finance,723,Basic,10/7/2024,261748.19
CUST0720,"Watts, Bautista and Scott",53,Female,rwalker@perkins.com,506543210,Healthcare,539,Premium,7/9/2024,160307.54
CUST0545,"White, Campbell and Collins",29,Female,mmcdaniel@thomas.com,502345678,IT,351,Enterprise,2/21/2024,180372.06
CUST0143,Carrillo LLC,64,Other,sparksalbert@daniels.com,503456781,Retail,625,Premium,1/22/2024,100170.76
CUST0801,"Holt, Burton and Martinez",33,Female,stephenscurtis@thomas-barr.com,507654321,IT,306,Basic,2/12/2024,471035.35
CUST0580,Garcia LLC,37,Female,gilbertdavid@gmail.com,508765432,Manufacturing,707,Enterprise,9/16/2024,247056.52
CUST0529,"Turner, Roth and Bailey",48,Female,sabrina54@lindsey.com,501234568,IT,957,Enterprise,3/11/2024,140361.48
CUST0633,Gomez-Snyder,25,Other,oguzman@yahoo.com,502345679,IT,389,Premium,11/15/2024,410096.84
CUST0413,Cruz PLC,27,Female,jacquelineyoung@gmail.com,503456782,Finance,295,Enterprise,4/24/2024,44119.57
CUST0509,Thomas-Castaneda,46,Other,jasonwalker@hotmail.com,509876544,Retail,766,Premium,7/4/2024,110923.47
CUST0693,"Harrell, Johnson and Diaz",52,Female,chriscarroll@hernandez-white.com,505678924,IT,713,Premium,7/14/2024,72950.11
CUST0621,Smith Group,57,Other,samantha84@hotmail.com,503456780,IT,246,Basic,1/22/2024,30128.89
CUST0766,Long Ltd,51,Male,pwoods@sullivan.com,507654322,Manufacturing,54,Basic,2/11/2024,209584.18
CUST0195,Lewis Inc,63,Female,andrealittle@gmail.com,502345670,Finance,698,Basic,2/6/2024,7564.82
CUST0354,Smith-Kelly,53,Male,uporter@yahoo.com,508765433,Healthcare,669,Premium,1/15/2024,241337.02
CUST0599,Martin-Fleming,30,Female,cisnerosjesse@aguirre.com,501234569,Retail,293,Enterprise,4/2/2024,34285.48
CUST0324,Shea PLC,23,Other,ashleygamble@ballard.com,505678925,IT,238,Enterprise,8/11/2024,370649.83
CUST0725,Gomez-Jones,20,Male,valerie47@hotmail.com,503456783,Healthcare,904,Basic,6/20/2024,467291.69
CUST0567,Hunt-Weber,20,Female,christopher68@yahoo.com,504567891,Healthcare,191,Enterprise,1/29/2024,481255.03
CUST0197,Price Group,36,Male,steven87@miller.com,506543211,Finance,306,Enterprise,1/15/2024,303377.57
CUST0404,"Moore, Harrison and Bowman",39,Female,huertakim@gmail.com,502345671,Healthcare,657,Enterprise,4/16/2024,264537.67
CUST0532,Miller-Russo,26,Other,qwarren@yahoo.com,503456784,Healthcare,280,Basic,7/3/2024,405362.87
CUST0728,"Barker, Martin and Horton",39,Male,jmorrow@hotmail.com,507654323,Healthcare,664,Premium,7/12/2024,360706.1
CUST0733,Wilson-Cordova,18,Other,abigail07@gmail.com,508765434,Retail,810,Premium,3/15/2024,286051.71
CUST0662,"Ray, Smith and Cervantes",30,Male,peggy81@porter.com,501234570,IT,877,Enterprise,7/29/2024,449036.17
CUST0726,James-Bruce,45,Other,jacqueline11@gmail.com,502345672,Retail,89,Premium,8/13/2024,336281.65
CUST0570,Contreras Group,29,Male,kimberlyarnold@gonzalez.com,503456785,Healthcare,332,Basic,1/2/2024,8380.91
CUST0287,Johnson-Johnson,42,Male,matthew96@gmail.com,509876545,Healthcare,772,Premium,6/5/2024,477247.24
CUST0285,Holmes-Kim,37,Other,williamwelch@cameron-burton.com,505678926,IT,12,Premium,1/11/2024,328573.27
CUST0710,"Zimmerman, Knapp and Miller",62,Male,newtondavid@yahoo.com,507654324,Finance,684,Basic,8/31/2024,235370.52
CUST0549,Little PLC,28,Female,stevenscaitlin@thomas.com,502345673,IT,946,Enterprise,7/7/2024,386071.32
CUST0415,"Jones, Mcdaniel and Brooks",62,Male,lstokes@yahoo.com,508765435,Retail,377,Enterprise,7/31/2024,114320.37
CUST0682,Moore Ltd,26,Female,leeanthony@gmail.com,501234571,Manufacturing,466,Enterprise,3/18/2024,494474.79
CUST0811,Bailey PLC,41,Female,fmcgee@yahoo.com,502345674,IT,935,Premium,6/22/2024,379888.51
CUST0807,Carlson-Nelson,60,Male,lawsonruben@hotmail.com,503456786,Manufacturing,697,Enterprise,6/3/2024,437201.85
CUST0230,Wilson LLC,23,Other,michaeljones@hotmail.com,505678927,Healthcare,541,Enterprise,8/6/2024,184083.51
CUST0578,Cruz PLC,54,Male,dakotaramirez@shah.org,503456787,Finance,849,Enterprise,6/24/2024,451929.64
CUST0435,Guzman PLC,30,Other,barbaramitchell@hotmail.com,507654325,IT,154,Basic,9/7/2024,167418.23
CUST0763,Jones Inc,51,Female,joshua56@gmail.com,508765436,Finance,697,Basic,8/27/2024,359874.39
CUST0335,Johnson Inc,49,Male,danielmorris@ramsey.com,501234572,IT,457,Basic,9/24/2024,229448.99
CUST0394,"Conner, Gray and Hale",50,Female,uwilson@mullins.info,502345675,Healthcare,578,Basic,5/17/2024,281604.61
CUST0666,"Houston, Sanchez and Holland",61,Female,jonestroy@smith.info,509876546,Finance,406,Premium,2/20/2024,409144.35
CUST0295,Rangel Group,65,Male,kimberlylopez@yahoo.com,505678928,IT,75,Basic,9/14/2024,214730.21
CUST0655,"Chavez, Baker and Mcintosh",62,Male,ryan26@jordan.com,503456788,IT,62,Basic,7/24/2024,493137.94
CUST0276,"Snyder, Hamilton and Maldonado",48,Male,robinsonbrian@johnston.com,507654326,Retail,419,Basic,7/11/2024,385641.17
CUST0395,Jackson and Sons,59,Other,janice40@gmail.com,508765437,Healthcare,384,Premium,5/8/2024,227025.88
CUST0673,Thomas-Smith,42,Female,lcook@yahoo.com,501234573,Finance,700,Enterprise,2/12/2024,437904.09
CUST0455,Fuentes PLC,26,Other,aliciajackson@gmail.com,502345676,Retail,122,Basic,4/26/2024,496459.15
CUST0507,"Cook, Holmes and Beck",43,Other,nelsonapril@hotmail.com,503456789,Manufacturing,746,Basic,5/19/2024,418236.7
CUST0756,Garner and Sons,19,Female,sheppardnatalie@hotmail.com,509876547,Healthcare,690,Enterprise,4/30/2024,274500.44
CUST0412,Williams PLC,52,Female,hamiltonspencer@yahoo.com,505678929,Manufacturing,254,Premium,1/26/2024,176349.07
CUST0472,Smith-Williams,35,Male,brownkevin@yahoo.com,507654327,Finance,33,Enterprise,6/16/2024,212524.1
CUST0023,"Hull, Carter and Johnson",19,Male,lisawalsh@yahoo.com,502345677,Manufacturing,69,Basic,6/10/2024,299002.35
CUST0158,"Gonzalez, Torres and Evans",46,Other,nicholasliu@yahoo.com,508765438,Finance,251,Enterprise,6/12/2024,26897.18
CUST0836,Murray-Gaines,46,Male,idavis@meadows.com,501234574,IT,223,Basic,11/9/2024,74367.11
CUST0091,"Stevens, Brown and Brown",36,Male,brooke49@vaughn-lin.com,502345678,IT,327,Enterprise,11/8/2024,300969.25
CUST0547,Hanson-Gonzalez,61,Female,hernandeznichole@davis.net,503456790,Manufacturing,310,Basic,2/17/2024,492919.3
CUST0332,Thomas-Smith,51,Male,georgeharmon@gonzalez.com,505678930,Healthcare,308,Premium,1/11/2024,35174.03
CUST0748,Bryant-Elliott,55,Other,austin97@odonnell.com,507654328,Manufacturing,642,Enterprise,3/8/2024,216464.29
CUST0015,"Hernandez, Rios and Hart",49,Male,joshuafarmer@yahoo.com,508765439,Retail,965,Enterprise,5/15/2024,337314.55
CUST0924,"Williamson, Powell and Williams",51,Female,colinrodriguez@alvarez.com,501234575,Healthcare,419,Basic,6/20/2024,153444.8
CUST0187,Obrien-Pittman,29,Other,daniel76@zhang.net,502345679,Healthcare,247,Basic,11/10/2024,153864.53
CUST0613,Miller Inc,63,Male,arthurtaylor@ward.org,503456791,Healthcare,937,Basic,5/16/2024,283381.05
CUST0405,Montgomery-Hansen,44,Other,gonzalescolleen@carroll.net,505678931,IT,138,Premium,1/27/2024,125214.97
CUST0862,Donaldson Inc,31,Female,reginald08@snow.com,507654329,Finance,945,Premium,7/10/2024,424331.03
CUST0078,Shaffer PLC,23,Other,tina69@salazar.com,508765440,Manufacturing,53,Premium,1/11/2024,191698.15
CUST0136,Ferguson Group,56,Other,xwilliams@dominguez-jordan.biz,501234576,Finance,895,Basic,1/23/2024,98140.83
CUST0524,Hall PLC,55,Other,robertgoodwin@bradley.com,502345680,IT,223,Premium,9/11/2024,108400.1
CUST0319,Bolton and Sons,39,Female,qsandoval@gmail.com,503456792,Finance,217,Basic,4/23/2024,481228.39
CUST0684,"Sanchez, Orozco and Flores",25,Other,reedrobert@tucker.net,505678932,Healthcare,937,Basic,2/14/2024,349335.01
CUST0227,Porter Inc,63,Male,brianna41@gmail.com,507654330,Healthcare,938,Basic,7/25/2024,278279.25
CUST0469,Guerrero Inc,36,Female,kentkaren@yahoo.com,508765441,Healthcare,547,Enterprise,6/29/2024,182833.48
CUST0105,Armstrong-Carroll,34,Female,susanmcdonald@gmail.com,501234577,IT,904,Premium,1/15/2024,235672.01
CUST0571,"Hill, Adams and King",64,Female,parkerdonna@abbott-wallace.com,502345681,Retail,937,Basic,8/2/2024,188498.94
CUST0783,Ashley-Alexander,44,Male,jordan72@gmail.com,503456793,IT,885,Basic,10/5/2024,371919.93
CUST0345,Brown Ltd,19,Female,allen58@hotmail.com,505678933,IT,958,Enterprise,4/2/2024,291675.75
CUST0859,Nguyen LLC,44,Female,maynancy@gmail.com,507654331,Manufacturing,201,Premium,3/3/2024,118859.22
CUST0627,Williams-Conrad,54,Male,lynchlindsey@baldwin.com,508765442,Healthcare,564,Enterprise,8/11/2024,472014.95
CUST0038,"Kelley, Barnes and Quinn",39,Female,hhopkins@stewart-lee.org,501234578,Healthcare,990,Enterprise,8/5/2024,322638.75
CUST0193,"Jones, Cox and Washington",49,Female,ohartman@carey.com,502345682,Manufacturing,751,Premium,7/10/2024,88786.53
CUST0432,"Keith, Gonzalez and White",64,Other,jacksonrobert@hotmail.com,503456794,Healthcare,189,Enterprise,5/17/2024,495210.15
CUST0059,Morales PLC,21,Other,david59@jensen.com,505678934,Finance,860,Basic,8/18/2024,472868.12
CUST0174,Craig-Chavez,60,Male,uthompson@hotmail.com,507654332,Finance,423,Basic,5/5/2024,422059.63
CUST0702,Flores-White,32,Male,cervantesjessica@clark.org,508765443,Manufacturing,10,Basic,3/30/2024,255337.8
CUST0119,"Ramirez, Davis and Arnold",41,Male,georgebernard@medina.com,501234579,IT,654,Enterprise,7/10/2024,467282.34
CUST0387,Miller-Taylor,48,Other,schmittlinda@hotmail.com,502345683,Healthcare,17,Basic,1/15/2024,268445.18
CUST0825,Garcia-Thornton,44,Male,mckenzieguerrero@hotmail.com,503456795,Finance,543,Enterprise,7/7/2024,140996.66
CUST0253,Gross LLC,36,Male,cynthiadavis@vincent.com,505678935,IT,833,Enterprise,9/12/2024,338646.31
CUST0498,Humphrey and Sons,29,Male,ohenry@yahoo.com,507654333,Finance,537,Basic,2/14/2024,124279.57
CUST0066,Marshall LLC,57,Other,heidi27@burke-mcdaniel.com,508765444,Retail,835,Premium,4/11/2024,137325.74
CUST0641,Adams Ltd,43,Male,daisy04@ortiz-armstrong.com,501234580,Retail,983,Premium,11/7/2024,232203.88
CUST0284,Davis-Bush,33,Other,penaapril@yahoo.com,502345684,Manufacturing,308,Enterprise,3/24/2024,414890.73
CUST0097,"Quinn, Case and Johnson",23,Other,masonlacey@moore.com,503456796,Finance,96,Premium,1/29/2024,192735.69
CUST0563,"Bowen, Farmer and Perry",53,Female,codychapman@lee-obrien.com,505678936,Finance,653,Basic,3/27/2024,352908.35
CUST0716,Hoffman-Webb,23,Female,fsmith@long.com,507654334,Healthcare,661,Premium,11/10/2024,285099.03
CUST0152,"Daugherty, Davis and Jackson",24,Other,christopherpowell@yahoo.com,508765445,Finance,236,Basic,4/14/2024,451130.11
CUST0448,"Clark, Hart and Burns",62,Other,susan35@yahoo.com,501234581,Healthcare,278,Basic,3/5/2024,462458.84
CUST0879,Kim Inc,61,Female,osimpson@freeman.biz,502345685,IT,578,Enterprise,9/9/2024,21286.38
CUST0246,Thomas PLC,38,Male,april47@clark-rivera.com,503456797,Manufacturing,602,Basic,5/1/2024,377365.96
CUST0581,"Lopez, Benson and Medina",63,Female,browntaylor@gmail.com,505678937,Finance,307,Basic,10/10/2024,284159.31
CUST0794,Richardson-Wang,54,Female,chrishernandez@hotmail.com,507654335,IT,340,Premium,8/11/2024,379026.59
CUST0843,"Jacobs, Levy and Mclaughlin",26,Other,garylogan@gmail.com,508765446,Finance,513,Enterprise,7/17/2024,487290.05
CUST0660,Coleman-Ruiz,21,Male,allenphillip@yahoo.com,501234582,Healthcare,238,Basic,8/5/2024,173593.41
CUST0512,Henry-Mccormick,57,Other,lpearson@cline.com,502345686,Healthcare,993,Premium,1/3/2024,19664.7
CUST0306,"Collins, Davis and Wood",35,Female,lawsonarthur@yahoo.com,503456798,Healthcare,234,Premium,10/18/2024,278753.67
CUST0235,"Christensen, Aguirre and Johnson",42,Female,janicethompson@miller.com,505678938,Manufacturing,697,Enterprise,7/19/2024,332032.59
CUST0481,Shepard Group,23,Other,brownmandy@hotmail.com,507654336,Retail,818,Basic,3/8/2024,357988.72
CUST0162,"Francis, Massey and Smith",23,Female,david79@hotmail.com,508765447,Manufacturing,390,Enterprise,8/31/2024,393025.69
CUST0664,Wang Inc,27,Other,steven34@may.com,501234583,Healthcare,325,Premium,4/24/2024,57742.7
CUST0396,Wolfe-Baker,18,Female,beth58@yahoo.com,502345687,Healthcare,369,Premium,8/2/2024,55604.55
CUST0292,"Bauer, Davis and Ayala",23,Male,taylorjohnson@gmail.com,503456799,Healthcare,460,Enterprise,3/2/2024,279596.3
CUST0175,Alvarez-Rogers,44,Male,robintorres@payne-walton.info,505678939,Finance,92,Premium,4/26/2024,279338.8
CUST0113,Arellano and Sons,56,Other,rsimmons@morales.com,507654337,Retail,885,Premium,3/5/2024,11108.6
CUST0639,Smith-Hernandez,44,Female,kyle23@kim.com,508765448,Finance,743,Enterprise,9/28/2024,453077.75
CUST0017,Durham Ltd,33,Other,wmccarthy@gmail.com,501234584,IT,174,Enterprise,1/11/2024,193462.35
CUST0457,Blackwell and Sons,26,Female,michael80@greene.com,502345688,Retail,275,Premium,6/14/2024,77237.74
CUST0734,Mitchell Group,28,Female,greenstephanie@gmail.com,503456800,Retail,432,Premium,5/3/2024,244694.5
CUST0201,Andrews Group,22,Female,tuckersusan@yahoo.com,505678940,Retail,967,Basic,6/13/2024,361845.23
CUST0503,"Malone, Berg and Miller",49,Other,stacy94@robertson.info,507654338,IT,201,Premium,10/24/2024,57951.32
CUST0302,Daniels and Sons,37,Male,robert75@yahoo.com,508765449,Healthcare,341,Enterprise,9/2/2024,193045.53
CUST0352,Jordan-Hill,39,Female,samanthaberger@hotmail.com,501234585,Retail,441,Enterprise,6/13/2024,487241.56
CUST0806,Johnson-Clements,26,Female,copelandryan@gmail.com,502345689,Retail,618,Enterprise,7/2/2024,104421.49
CUST0128,Hodges Group,38,Male,joshuapowers@hotmail.com,503456801,Healthcare,992,Premium,2/7/2024,149266.84
CUST0393,Walker Ltd,62,Other,bryceroberts@hotmail.com,505678941,Healthcare,991,Enterprise,5/14/2024,392077.31
CUST0618,Hernandez-Dickerson,38,Female,amandajackson@yahoo.com,507654339,Retail,837,Premium,10/18/2024,185682.69
CUST0721,Hayes-Mcdonald,54,Male,claudiacunningham@forbes-johnson.com,508765450,IT,559,Basic,3/25/2024,342447.75
CUST0082,Gay PLC,53,Male,michellewang@hotmail.com,501234586,Healthcare,966,Enterprise,6/1/2024,108775.96
CUST0132,Trevino Group,36,Other,margaret72@gmail.com,502345690,Finance,839,Premium,8/28/2024,338123.94
CUST0268,Taylor PLC,26,Other,udougherty@wright.com,503456802,Retail,248,Premium,5/5/2024,331038.17
CUST0849,Carter Inc,63,Female,rstevens@wallace.info,505678942,Healthcare,76,Premium,4/10/2024,495396.8
CUST0194,"Medina, Baldwin and Lawson",48,Other,ucastillo@carter.com,507654340,Healthcare,548,Enterprise,9/11/2024,462130.4
CUST0776,Thomas-Sanchez,62,Female,josephrivera@hotmail.com,508765451,IT,38,Premium,8/8/2024,352308.97
CUST0371,Wheeler-Juarez,52,Other,anthony59@reeves-parker.com,501234587,Finance,112,Basic,4/9/2024,330512.81
CUST0218,"Perez, Rosales and Aguilar",40,Male,greenjennifer@berg.com,502345691,IT,46,Enterprise,5/27/2024,491886.06
CUST0765,Barnett Inc,61,Other,kylewalker@yahoo.com,503456803,Healthcare,991,Premium,8/31/2024,483029.8
CUST0603,Crane PLC,45,Male,angela88@waller.info,505678943,Finance,101,Premium,8/24/2024,114890.53
